Cor Coluna 6;Cor Coluna 6 anterior anterior;Cor Coluna 6 Anterior;Valor Primeira Linha;Analise Grafica;%Tome;%tomeAnterior;% Pague;Coluna 6;Data;Hora;SaldoConta;ValorPColuna6;ValorPLinha;p%_menores_1p99x;p%_menores_1p99x_anterior;MultiplicadoPlinhaAnt;p%_menores_3p00x;p%_menores_3p00x_anterior;p%_menores_1p42x;p%_menores_1p42x_anterior;p%_menores_1p20x_anterior;p%_menores_1p20x;Jogadas_anterior;Jogou;1x12PrimeSemprimeV;joogou_ante;sexto_valor_primeira_linha;sexto_valor_segunda_linha;sexto_valor_terceira_linha;sexto_valor_quarta_linha
None;None;None;None;;None;None;None;None;18/03/2025;20:54:41;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
Azul;None;None;1.28;Esta no Tome!!;33.33333333333333;None;16.666666666666664;Coluna 6 Anterior não pagadora;18/03/2025;20:54:50;41.96;None;None;83.33333333333334;None;None;0.0;None;50.0;None;None;0.0;SemJogada;NaoJogou;81.81818181818183;None;[1.53];[1.6];[2.76];[1.19]
Roxo;Azul;None;2.6;Esta no Tome!!;33.33333333333333;33.33333333333333;18.181818181818183;Coluna 6 Anterior não pagadora;18/03/2025;20:55:03;41.96;Sovalor;SoValor;75.0;83.33333333333334;None;0.0;0.0;50.0;50.0;0.0;0.0;SemJogada;NaoJogou;81.81818181818183;NaoJogou;[1.39];[2.7];[2.07];[2.26]
Azul;Roxo;None;1.22;Esta no Tome!!;34.84848484848485;33.33333333333333;18.181818181818183;Coluna 6 Anterior não pagadora;18/03/2025;20:55:15;41.96;Sovalor;SoValor;83.33333333333334;75.0;1.93076;0.0;0.0;50.0;50.0;0.0;0.0;SemJogada;NaoJogou;81.81818181818183;NaoJogou;[1.54];[1.59];[1.87];[2.52]
Azul;Azul;None;1.22;Esta no Tome!!;36.36363636363637;34.84848484848485;18.181818181818183;Coluna 6 Anterior não pagadora;18/03/2025;20:55:25;41.96;Sovalor;SoValor;83.33333333333334;83.33333333333334;None;0.0;0.0;66.66666666666666;50.0;0.0;0.0;SemJogada;NaoJogou;81.81818181818183;NaoJogou;[1.36];[1.07];[1.59];[4.23]
Azul;Azul;None;1.02;Esta no Tome!!;37.878787878787875;36.36363636363637;18.181818181818183;Coluna 6 Anterior não pagadora;18/03/2025;20:56:22;41.96;Sovalor;SoValor;83.33333333333334;83.33333333333334;None;0.0;0.0;66.66666666666666;66.66666666666666;0.0;16.666666666666664;SemJogada;NaoJogou;81.81818181818183;NaoJogou;[1.97];[2.1];[1.41];[1.13]
Azul;Azul;None;51.82;Esta no Tome!!;37.878787878787875;37.878787878787875;19.696969696969695;Coluna 6 Anterior não pagadora;18/03/2025;20:56:44;41.96;Sovalor;SoValor;83.33333333333334;83.33333333333334;None;25.0;0.0;66.66666666666666;66.66666666666666;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;90.9090909090909;NaoJogou;[1.28];[1.38];[1.2];[1.11]
Azul;Azul;None;2.08;Esta no Tome!!;37.878787878787875;37.878787878787875;21.21212121212121;Coluna 6 Anterior não pagadora;18/03/2025;20:56:58;41.96;Sovalor;SoValor;75.0;83.33333333333334;None;25.0;25.0;50.0;66.66666666666666;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;81.81818181818183;NaoJogou;[2.6];[1.53];[1.6];[2.76]
Roxo;Azul;None;1.56;Esta no Tome!!;39.39393939393939;37.878787878787875;21.21212121212121;Coluna 6 Anterior não pagadora;18/03/2025;20:57:36;41.96;Sovalor;SoValor;75.0;75.0;None;25.0;25.0;50.0;50.0;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;72.72727272727273;NaoJogou;[1.22];[1.39];[2.7];[2.07]
Azul;Roxo;None;9.02;Esta no Tome!!;39.39393939393939;39.39393939393939;22.727272727272727;Coluna 6 Anterior não pagadora;18/03/2025;20:58:29;41.96;Sovalor;SoValor;66.66666666666666;75.0;None;50.0;25.0;33.33333333333333;50.0;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;72.72727272727273;NaoJogou;[1.22];[1.54];[1.59];[1.87]
Azul;Azul;None;33.09;Esta no Tome!!;39.39393939393939;39.39393939393939;24.242424242424242;Coluna 6 Anterior não pagadora;18/03/2025;20:58:45;41.96;Sovalor;SoValor;58.333333333333336;66.66666666666666;6.698252;50.0;50.0;16.666666666666664;33.33333333333333;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;63.63636363636363;NaoJogou;[1.02];[1.36];[1.07];[1.59]
Azul;Azul;None;1.51;Esta no Tome!!;40.909090909090914;39.39393939393939;24.242424242424242;Coluna 6 Anterior não pagadora;18/03/2025;20:59:10;41.96;Sovalor;SoValor;58.333333333333336;58.333333333333336;6.698252;50.0;50.0;0.0;16.666666666666664;16.666666666666664;0.0;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[51.82];[1.97];[2.1];[1.41]
Azul;Azul;None;3.94;Esta no Tome!!;40.909090909090914;40.909090909090914;25.757575757575758;Coluna 6 Anterior não pagadora;18/03/2025;20:59:27;41.96;Sovalor;SoValor;50.0;58.333333333333336;None;75.0;50.0;0.0;0.0;0.0;0.0;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[2.08];[1.28];[1.38];[1.2]
Azul;Azul;None;1.63;Esta no Tome!!;42.42424242424242;40.909090909090914;25.757575757575758;Coluna 6 Anterior não pagadora;18/03/2025;20:59:43;41.96;Sovalor;SoValor;50.0;50.0;2.9258439999999997;50.0;75.0;0.0;0.0;0.0;0.0;SemJogada;NaoJogou;45.45454545454545;NaoJogou;[1.56];[2.6];[1.53];[1.6]
Roxo;Azul;None;1.47;Esta no Tome!!;43.93939393939394;42.42424242424242;25.757575757575758;Coluna 6 Anterior não pagadora;18/03/2025;20:59:57;41.96;Sovalor;SoValor;58.333333333333336;50.0;None;25.0;50.0;0.0;0.0;0.0;0.0;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[9.02];[1.22];[1.39];[2.7]
Azul;Roxo;None;1.41;Esta no Tome!!;45.45454545454545;43.93939393939394;25.757575757575758;Coluna 6 Anterior não pagadora;18/03/2025;21:00:18;41.96;Sovalor;SoValor;58.333333333333336;58.333333333333336;None;25.0;25.0;16.666666666666664;0.0;0.0;0.0;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[33.09];[1.22];[1.54];[1.59]
Azul;Azul;None;2.25;Esta no Tome!!;45.45454545454545;45.45454545454545;27.27272727272727;Coluna 6 Anterior não pagadora;18/03/2025;21:00:36;41.96;Sovalor;SoValor;50.0;58.333333333333336;None;0.0;25.0;16.666666666666664;16.666666666666664;0.0;0.0;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[1.51];[1.02];[1.36];[1.07]
Azul;Azul;None;2.18;Esta no Tome!!;45.45454545454545;45.45454545454545;28.78787878787879;Coluna 6 Anterior não pagadora;18/03/2025;21:00:59;41.96;Sovalor;SoValor;41.66666666666667;50.0;None;0.0;0.0;16.666666666666664;16.666666666666664;0.0;0.0;SemJogada;NaoJogou;45.45454545454545;NaoJogou;[3.94];[51.82];[1.97];[2.1]
Azul;Azul;None;2.77;Esta no Tome!!;45.45454545454545;45.45454545454545;30.303030303030305;Coluna 6 Anterior não pagadora;18/03/2025;21:01:28;41.96;Sovalor;SoValor;41.66666666666667;41.66666666666667;None;0.0;0.0;16.666666666666664;16.666666666666664;0.0;0.0;SemJogada;NaoJogou;45.45454545454545;NaoJogou;[1.63];[2.08];[1.28];[1.38]
Azul;Azul;None;4.94;Esta no Tome!!;45.45454545454545;45.45454545454545;31.818181818181817;Coluna 6 Anterior não pagadora;18/03/2025;21:01:45;41.96;Sovalor;SoValor;41.66666666666667;41.66666666666667;2.057002;25.0;0.0;16.666666666666664;16.666666666666664;0.0;0.0;SemJogada;NaoJogou;45.45454545454545;NaoJogou;[1.47];[1.56];[2.6];[1.53]
Azul;Azul;None;1.1;Esta no Tome!!;46.96969696969697;45.45454545454545;31.818181818181817;Coluna 6 Anterior não pagadora;18/03/2025;21:02:23;41.96;Sovalor;SoValor;41.66666666666667;41.66666666666667;3.668444;25.0;25.0;33.33333333333333;16.666666666666664;0.0;16.666666666666664;SemJogada;NaoJogou;36.36363636363637;NaoJogou;[1.41];[9.02];[1.22];[1.39]
Azul;Azul;None;12.24;Esta no Tome!!;46.96969696969697;46.96969696969697;33.33333333333333;Coluna 6 Anterior não pagadora;18/03/2025;21:02:45;41.96;Sovalor;SoValor;41.66666666666667;41.66666666666667;None;50.0;25.0;16.666666666666664;33.33333333333333;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;45.45454545454545;NaoJogou;[2.25];[33.09];[1.22];[1.54]
Azul;Azul;None;2.56;Esta no Tome!!;46.96969696969697;46.96969696969697;34.84848484848485;Coluna 6 Anterior não pagadora;18/03/2025;21:03:34;41.96;Sovalor;SoValor;41.66666666666667;41.66666666666667;None;50.0;50.0;16.666666666666664;16.666666666666664;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;45.45454545454545;NaoJogou;[2.18];[1.51];[1.02];[1.36]
Roxo;Azul;None;24.05;Esta no Tome!!;46.96969696969697;46.96969696969697;36.36363636363637;Coluna 6 Anterior não pagadora;18/03/2025;21:03:59;41.96;Sovalor;SoValor;33.33333333333333;41.66666666666667;1.901056;50.0;50.0;16.666666666666664;16.666666666666664;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;36.36363636363637;NaoJogou;[2.77];[3.94];[51.82];[1.97]
Azul;Roxo;None;2.02;Esta no Tome!!;46.96969696969697;46.96969696969697;37.878787878787875;Coluna 6 Anterior não pagadora;18/03/2025;21:04:21;41.96;Sovalor;SoValor;33.33333333333333;33.33333333333333;1.901056;50.0;50.0;16.666666666666664;16.666666666666664;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;36.36363636363637;NaoJogou;[4.94];[1.63];[2.08];[1.28]
Azul;Azul;None;2.35;Esta no Tome!!;46.96969696969697;46.96969696969697;39.39393939393939;Coluna 6 Anterior não pagadora;18/03/2025;21:04:38;41.96;Sovalor;SoValor;25.0;33.33333333333333;None;25.0;50.0;16.666666666666664;16.666666666666664;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;27.27272727272727;NaoJogou;[1.1];[1.47];[1.56];[2.6]
Azul;Azul;None;1.3;Esta no Tome!!;48.484848484848484;46.96969696969697;39.39393939393939;Coluna 6 Anterior não pagadora;18/03/2025;21:04:54;41.96;Sovalor;SoValor;25.0;25.0;None;25.0;25.0;16.666666666666664;16.666666666666664;16.666666666666664;0.0;SemJogada;NaoJogou;18.181818181818183;NaoJogou;[12.24];[1.41];[9.02];[1.22]
Azul;Azul;None;1.79;Esta no Tome!!;50.0;48.484848484848484;39.39393939393939;Coluna 6 Anterior não pagadora;18/03/2025;21:05:25;41.96;Sovalor;SoValor;25.0;25.0;None;0.0;25.0;16.666666666666664;16.666666666666664;0.0;0.0;SemJogada;NaoJogou;18.181818181818183;NaoJogou;[2.56];[2.25];[33.09];[1.22]
Azul;Azul;None;5.93;Esta no Tome!!;50.0;50.0;40.909090909090914;Coluna 6 Anterior não pagadora;18/03/2025;21:05:45;41.96;Sovalor;SoValor;25.0;25.0;None;25.0;0.0;16.666666666666664;16.666666666666664;0.0;0.0;SemJogada;NaoJogou;27.27272727272727;NaoJogou;[24.05];[2.18];[1.51];[1.02]
Roxo;Azul;None;1.8;Esta no Tome!!;51.515151515151516;50.0;39.39393939393939;Coluna 6 Anterior não pagadora;18/03/2025;21:06:07;41.96;Sovalor;SoValor;33.33333333333333;25.0;4.403618;25.0;25.0;16.666666666666664;16.666666666666664;0.0;0.0;SemJogada;NaoJogou;27.27272727272727;NaoJogou;[2.02];[2.77];[3.94];[51.82]
Roxo;Roxo;None;2.8;Esta no Tome!!;51.515151515151516;51.515151515151516;39.39393939393939;Coluna 6 Anterior não pagadora;18/03/2025;21:06:37;41.96;Sovalor;SoValor;33.33333333333333;33.33333333333333;None;25.0;25.0;16.666666666666664;16.666666666666664;0.0;0.0;SemJogada;NaoJogou;36.36363636363637;NaoJogou;[2.35];[4.94];[1.63];[2.08]
Azul;Roxo;None;4.98;Esta no Tome!!;50.0;51.515151515151516;40.909090909090914;Coluna 6 Anterior não pagadora;18/03/2025;21:06:55;41.96;Sovalor;SoValor;33.33333333333333;33.33333333333333;2.07928;50.0;25.0;16.666666666666664;16.666666666666664;0.0;0.0;SemJogada;NaoJogou;36.36363636363637;NaoJogou;[1.3];[1.1];[1.47];[1.56]
Azul;Azul;None;1.55;Esta no Tome!!;50.0;50.0;40.909090909090914;Coluna 6 Anterior não pagadora;18/03/2025;21:07:11;41.96;Sovalor;SoValor;33.33333333333333;33.33333333333333;3.6981480000000007;25.0;50.0;0.0;16.666666666666664;0.0;0.0;SemJogada;NaoJogou;27.27272727272727;NaoJogou;[1.79];[12.24];[1.41];[9.02]
Roxo;Azul;None;1.03;Esta no Tome!!;51.515151515151516;50.0;39.39393939393939;Coluna 6 Anterior não pagadora;18/03/2025;21:07:35;41.96;Sovalor;SoValor;41.66666666666667;33.33333333333333;None;25.0;25.0;16.666666666666664;0.0;0.0;16.666666666666664;SemJogada;NaoJogou;36.36363636363637;NaoJogou;[5.93];[2.56];[2.25];[33.09]
Azul;Roxo;None;3.34;Esta no Tome!!;50.0;51.515151515151516;40.909090909090914;Coluna 6 Anterior não pagadora;18/03/2025;21:07:54;41.96;Sovalor;SoValor;41.66666666666667;41.66666666666667;None;50.0;25.0;16.666666666666664;16.666666666666664;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;45.45454545454545;NaoJogou;[1.8];[24.05];[2.18];[1.51]
Roxo;Azul;None;1.69;Esta no Tome!!;50.0;50.0;40.909090909090914;Coluna 6 Anterior não pagadora;18/03/2025;21:08:12;41.96;Sovalor;SoValor;50.0;41.66666666666667;2.4802839999999997;25.0;50.0;16.666666666666664;16.666666666666664;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;45.45454545454545;NaoJogou;[2.8];[2.02];[2.77];[3.94]
Roxo;Roxo;None;1.67;Esta no Tome!!;50.0;50.0;40.909090909090914;Coluna 6 Anterior não pagadora;18/03/2025;21:08:33;41.96;Sovalor;SoValor;58.333333333333336;50.0;None;25.0;25.0;16.666666666666664;16.666666666666664;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[4.98];[2.35];[4.94];[1.63]
Azul;Roxo;None;2.68;Esta no Tome!!;50.0;50.0;40.909090909090914;Coluna 6 Anterior não pagadora;18/03/2025;21:09:07;41.96;Sovalor;SoValor;58.333333333333336;58.333333333333336;None;25.0;25.0;16.666666666666664;16.666666666666664;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;63.63636363636363;NaoJogou;[1.55];[1.3];[1.1];[1.47]
Azul;Azul;None;7.23;Esta no Tome!!;48.484848484848484;50.0;42.42424242424242;Coluna 6 Anterior não pagadora;18/03/2025;21:09:22;41.96;Sovalor;SoValor;50.0;58.333333333333336;1.9901680000000002;25.0;25.0;16.666666666666664;16.666666666666664;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[1.03];[1.79];[12.24];[1.41]
Roxo;Azul;None;1.26;Esta no Tome!!;50.0;48.484848484848484;40.909090909090914;Coluna 6 Anterior não pagadora;18/03/2025;21:09:35;41.96;Sovalor;SoValor;50.0;50.0;5.368998;25.0;25.0;16.666666666666664;16.666666666666664;16.666666666666664;0.0;SemJogada;NaoJogou;45.45454545454545;NaoJogou;[3.34];[5.93];[2.56];[2.25]
Azul;Roxo;None;1.2;Esta no Tome!!;51.515151515151516;50.0;39.39393939393939;Coluna 6 Anterior não pagadora;18/03/2025;21:09:47;41.96;Sovalor;SoValor;58.333333333333336;50.0;None;25.0;25.0;33.33333333333333;16.666666666666664;0.0;0.0;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[1.69];[1.8];[24.05];[2.18]
Roxo;Azul;None;1.02;Esta no Tome!!;53.03030303030303;51.515151515151516;37.878787878787875;Coluna 6 Anterior não pagadora;18/03/2025;21:10:04;41.96;Sovalor;SoValor;58.333333333333336;58.333333333333336;None;25.0;25.0;50.0;33.33333333333333;0.0;16.666666666666664;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[1.67];[2.8];[2.02];[2.77]
Roxo;Roxo;None;1.86;Esta no Tome!!;53.03030303030303;53.03030303030303;37.878787878787875;Coluna 6 Anterior não pagadora;18/03/2025;21:10:16;41.96;Sovalor;SoValor;66.66666666666666;58.333333333333336;None;0.0;25.0;50.0;50.0;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;63.63636363636363;NaoJogou;[2.68];[4.98];[2.35];[4.94]
Azul;Roxo;None;1.16;Esta no Tome!!;53.03030303030303;53.03030303030303;37.878787878787875;Coluna 6 Anterior não pagadora;18/03/2025;21:10:55;41.96;Sovalor;SoValor;75.0;66.66666666666666;None;0.0;0.0;66.66666666666666;50.0;16.666666666666664;33.33333333333333;SemJogada;NaoJogou;72.72727272727273;NaoJogou;[7.23];[1.55];[1.3];[1.1]
Azul;Azul;None;11.72;Esta no Tome!!;53.03030303030303;53.03030303030303;37.878787878787875;Coluna 6 Anterior não pagadora;18/03/2025;21:11:43;41.96;Sovalor;SoValor;66.66666666666666;75.0;None;25.0;0.0;66.66666666666666;66.66666666666666;33.33333333333333;33.33333333333333;SemJogada;NaoJogou;72.72727272727273;NaoJogou;[1.26];[1.03];[1.79];[12.24]
Roxo;Azul;None;20.69;Esta no Tome!!;53.03030303030303;53.03030303030303;37.878787878787875;Coluna 6 Anterior não pagadora;18/03/2025;21:12:01;41.96;Sovalor;SoValor;58.333333333333336;66.66666666666666;None;50.0;25.0;50.0;66.66666666666666;33.33333333333333;33.33333333333333;SemJogada;NaoJogou;63.63636363636363;NaoJogou;[1.2];[3.34];[5.93];[2.56]
Azul;Roxo;None;1.55;Esta no Tome!!;53.03030303030303;53.03030303030303;37.878787878787875;Coluna 6 Anterior não pagadora;18/03/2025;21:12:46;41.96;Sovalor;SoValor;66.66666666666666;58.333333333333336;None;50.0;50.0;33.33333333333333;50.0;33.33333333333333;33.33333333333333;SemJogada;NaoJogou;63.63636363636363;NaoJogou;[1.02];[1.69];[1.8];[24.05]
Roxo;Azul;None;20.5;Esta no Tome!!;51.515151515151516;53.03030303030303;39.39393939393939;Coluna 6 Anterior não pagadora;18/03/2025;21:13:02;41.96;Sovalor;SoValor;58.333333333333336;66.66666666666666;None;75.0;50.0;16.666666666666664;33.33333333333333;33.33333333333333;16.666666666666664;SemJogada;NaoJogou;63.63636363636363;NaoJogou;[1.86];[1.67];[2.8];[2.02]
Roxo;Roxo;None;1.39;Esta no Tome!!;51.515151515151516;51.515151515151516;39.39393939393939;Coluna 6 Anterior não pagadora;18/03/2025;21:13:18;41.96;Sovalor;SoValor;58.333333333333336;58.333333333333336;None;50.0;75.0;33.33333333333333;16.666666666666664;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[1.16];[2.68];[4.98];[2.35]
Azul;Roxo;None;1.85;Esta no Tome!!;51.515151515151516;51.515151515151516;39.39393939393939;Coluna 6 Anterior não pagadora;18/03/2025;21:13:32;41.96;Sovalor;SoValor;66.66666666666666;58.333333333333336;None;25.0;50.0;16.666666666666664;33.33333333333333;16.666666666666664;0.0;SemJogada;NaoJogou;63.63636363636363;NaoJogou;[11.72];[7.23];[1.55];[1.3]
Azul;Azul;None;1.25;Esta no Tome!!;51.515151515151516;51.515151515151516;39.39393939393939;Coluna 6 Anterior não pagadora;18/03/2025;21:13:59;41.96;Sovalor;SoValor;75.0;66.66666666666666;None;25.0;25.0;33.33333333333333;16.666666666666664;0.0;0.0;SemJogada;NaoJogou;72.72727272727273;NaoJogou;[20.69];[1.26];[1.03];[1.79]
Roxo;Azul;None;4.49;Esta no Tome!!;51.515151515151516;51.515151515151516;39.39393939393939;Coluna 6 Anterior não pagadora;18/03/2025;21:14:20;41.96;Sovalor;SoValor;66.66666666666666;75.0;None;25.0;25.0;33.33333333333333;33.33333333333333;0.0;0.0;SemJogada;NaoJogou;72.72727272727273;NaoJogou;[1.55];[1.2];[3.34];[5.93]
Azul;Roxo;None;2.37;Esta no Tome!!;50.0;51.515151515151516;40.909090909090914;Coluna 6 Anterior não pagadora;18/03/2025;21:14:48;41.96;Sovalor;SoValor;58.333333333333336;66.66666666666666;3.334274;25.0;25.0;33.33333333333333;33.33333333333333;0.0;0.0;SemJogada;NaoJogou;63.63636363636363;NaoJogou;[20.5];[1.02];[1.69];[1.8]
Azul;Azul;None;2.24;Esta no Tome!!;48.484848484848484;50.0;42.42424242424242;Coluna 6 Anterior não pagadora;18/03/2025;21:15:16;41.96;Sovalor;SoValor;50.0;58.333333333333336;None;25.0;25.0;33.33333333333333;33.33333333333333;0.0;0.0;SemJogada;jogado;54.54545454545454;NaoJogou;[1.39];[1.86];[1.67];[2.8]
Roxo;Azul;None;3.74;Esta no Tome!!;48.484848484848484;48.484848484848484;42.42424242424242;Coluna 6 Anterior não pagadora;18/03/2025;21:15:28;40.16;Sovalor;SoValor;41.66666666666667;50.0;None;50.0;25.0;16.666666666666664;33.33333333333333;0.0;0.0;Green;NaoJogou;45.45454545454545;jogado;[1.85];[1.16];[2.68];[4.98]
Azul;Roxo;None;1.01;Esta no Tome!!;48.484848484848484;48.484848484848484;42.42424242424242;Coluna 6 Anterior não pagadora;18/03/2025;21:15:42;40.16;Sovalor;SoValor;41.66666666666667;41.66666666666667;2.777324;25.0;50.0;33.33333333333333;16.666666666666664;0.0;16.666666666666664;SemJogada;NaoJogou;36.36363636363637;NaoJogou;[1.25];[11.72];[7.23];[1.55]
Azul;Azul;None;1.29;Esta no Tome!!;48.484848484848484;48.484848484848484;42.42424242424242;Coluna 6 Anterior não pagadora;18/03/2025;21:16:05;40.16;Sovalor;SoValor;50.0;41.66666666666667;None;25.0;25.0;33.33333333333333;33.33333333333333;16.666666666666664;16.666666666666664;SemJogada;jogado;45.45454545454545;NaoJogou;[4.49];[20.69];[1.26];[1.03]
Roxo;Azul;None;2.47;Esta no Tome!!;46.96969696969697;48.484848484848484;43.93939393939394;Coluna 6 Anterior não pagadora;18/03/2025;21:16:23;38.36;Sovalor;SoValor;50.0;50.0;None;25.0;25.0;33.33333333333333;33.33333333333333;16.666666666666664;16.666666666666664;Green;NaoJogou;54.54545454545454;jogado;[2.37];[1.55];[1.2];[3.34]
Azul;Roxo;None;1.7;Esta no Tome!!;46.96969696969697;46.96969696969697;43.93939393939394;Coluna 6 Anterior não pagadora;18/03/2025;21:16:37;41.02;Sovalor;SoValor;50.0;50.0;1.834222;0.0;25.0;33.33333333333333;33.33333333333333;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;45.45454545454545;NaoJogou;[2.24];[20.5];[1.02];[1.69]
Azul;Azul;None;1.56;Esta no Tome!!;46.96969696969697;46.96969696969697;43.93939393939394;Coluna 6 Anterior não pagadora;18/03/2025;21:16:54;41.02;Sovalor;SoValor;58.333333333333336;50.0;None;0.0;0.0;33.33333333333333;33.33333333333333;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[3.74];[1.39];[1.86];[1.67]
Azul;Azul;None;1.24;Esta no Tome!!;46.96969696969697;46.96969696969697;43.93939393939394;Coluna 6 Anterior não pagadora;18/03/2025;21:17:14;41.02;Sovalor;SoValor;58.333333333333336;58.333333333333336;None;0.0;0.0;50.0;33.33333333333333;16.666666666666664;16.666666666666664;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[1.01];[1.85];[1.16];[2.68]
Azul;Azul;None;1.79;Esta no Tome!!;46.96969696969697;46.96969696969697;43.93939393939394;Coluna 6 Anterior não pagadora;18/03/2025;21:17:36;41.02;Sovalor;SoValor;58.333333333333336;58.333333333333336;None;0.0;0.0;33.33333333333333;50.0;16.666666666666664;0.0;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[1.29];[1.25];[11.72];[7.23]
Azul;Azul;None;2.51;Esta no Tome!!;46.96969696969697;46.96969696969697;43.93939393939394;Coluna 6 Anterior não pagadora;18/03/2025;21:17:58;41.02;Sovalor;SoValor;50.0;58.333333333333336;None;0.0;0.0;16.666666666666664;33.33333333333333;0.0;0.0;SemJogada;jogado;54.54545454545454;NaoJogou;[2.47];[4.49];[20.69];[1.26]
Azul;Azul;None;2.63;Esta no Tome!!;45.45454545454545;46.96969696969697;45.45454545454545;Coluna 6 Anterior não pagadora;18/03/2025;21:18:25;41.02;Sovalor;SoValor;50.0;50.0;1.863926;0.0;0.0;16.666666666666664;16.666666666666664;0.0;0.0;Green;NaoJogou;54.54545454545454;jogado;[1.7];[2.37];[1.55];[1.2]
Azul;Azul;None;4.24;Esta no Pague!;43.93939393939394;45.45454545454545;46.96969696969697;Coluna 6 Anterior não pagadora;18/03/2025;21:18:44;41.88;Sovalor;SoValor;50.0;50.0;1.9530379999999998;25.0;0.0;16.666666666666664;16.666666666666664;0.0;0.0;SemJogada;jogado;54.54545454545454;NaoJogou;[1.56];[2.24];[20.5];[1.02]
Azul;Azul;None;1.61;Esta no Pague!;43.93939393939394;43.93939393939394;46.96969696969697;Coluna 6 Anterior não pagadora;18/03/2025;21:19:06;41.88;Sovalor;SoValor;58.333333333333336;50.0;3.1486240000000003;25.0;25.0;16.666666666666664;16.666666666666664;0.0;0.0;Green;NaoJogou;54.54545454545454;jogado;[1.24];[3.74];[1.39];[1.86]
Azul;Azul;None;2.94;Esta no Pague!;43.93939393939394;43.93939393939394;46.96969696969697;Coluna 6 Anterior não pagadora;18/03/2025;21:19:16;42.74;Sovalor;SoValor;58.333333333333336;58.333333333333336;None;25.0;25.0;0.0;16.666666666666664;0.0;0.0;SemJogada;NaoJogou;63.63636363636363;NaoJogou;[1.79];[1.01];[1.85];[1.16]
Azul;Azul;None;1.03;Esta no Tome!!;45.45454545454545;43.93939393939394;45.45454545454545;Coluna 6 Anterior não pagadora;18/03/2025;21:19:29;42.74;Sovalor;SoValor;58.333333333333336;58.333333333333336;2.183244;25.0;25.0;16.666666666666664;0.0;0.0;16.666666666666664;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[2.51];[1.29];[1.25];[11.72]
Roxo;Azul;None;1.0;Esta no Tome!!;45.45454545454545;45.45454545454545;45.45454545454545;Coluna 6 Anterior não pagadora;18/03/2025;21:19:42;42.74;Sovalor;SoValor;58.333333333333336;58.333333333333336;None;0.0;25.0;33.33333333333333;16.666666666666664;16.666666666666664;33.33333333333333;SemJogada;NaoJogou;54.54545454545454;NaoJogou;[2.63];[2.47];[4.49];[20.69]
Azul;Roxo;None;1.3;Esta no Tome!!;46.96969696969697;45.45454545454545;43.93939393939394;Coluna 6 Anterior não pagadora;18/03/2025;21:19:56;42.74;Sovalor;SoValor;66.66666666666666;58.333333333333336;None;0.0;0.0;50.0;33.33333333333333;33.33333333333333;33.33333333333333;SemJogada;NaoJogou;63.63636363636363;NaoJogou;[4.24];[1.7];[2.37];[1.55]
Azul;Azul;None;1.33;Esta no Tome!!;48.484848484848484;46.96969696969697;42.42424242424242;Coluna 6 Anterior não pagadora;18/03/2025;21:20:21;42.74;Sovalor;SoValor;66.66666666666666;66.66666666666666;None;0.0;0.0;66.66666666666666;50.0;33.33333333333333;33.33333333333333;SemJogada;NaoJogou;63.63636363636363;NaoJogou;[1.61];[1.56];[2.24];[20.5]
Azul;Azul;None;3.76;Esta no Tome!!;46.96969696969697;48.484848484848484;43.93939393939394;Coluna 6 Anterior não pagadora;18/03/2025;21:20:33;42.74;Sovalor;SoValor;58.333333333333336;66.66666666666666;None;25.0;0.0;66.66666666666666;66.66666666666666;33.33333333333333;33.33333333333333;SemJogada;NaoJogou;63.63636363636363;NaoJogou;[2.94];[1.24];[3.74];[1.39]
